file_path,file_name,trim_strategy,n,lambda2,lambda3,n_zero_eps,lambda_first_pos_idx,lambda_first_pos
results\time_scan_N192_refined\matrix_N192_a1.74_T360_seed102.csv,matrix_N192_a1.74_T360_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-3.137002432620297e-16,-2.782958092865847e-16,74,75,1.3647936765138432e-10
results\time_scan_N192_refined\matrix_N192_a1.74_T360_seed103.csv,matrix_N192_a1.74_T360_seed103.csv,"drop_first_row=0,drop_first_col=0",192,-5.106852257960974e-16,-4.222486661101061e-16,81,82,1.118411741006646e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed101.csv,matrix_N192_a1.80_T320_seed101.csv,"drop_first_row=0,drop_first_col=0",192,0.09773548155297018,0.22207676617561745,1,2,0.09773548155297018
results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed102.csv,matrix_N192_a1.80_T320_seed102.csv,"drop_first_row=0,drop_first_col=0",192,1.3729056035180878e-05,2.358819487585217e-05,1,2,1.3729056035180878e-05
results\time_scan_N192_refined\matrix_N192_a1.80_T320_seed103.csv,matrix_N192_a1.80_T320_seed103.csv,"drop_first_row=0,drop_first_col=0",192,1.007844336922927e-06,3.091894885335507e-06,1,2,1.007844336922927e-06
results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed101.csv,matrix_N192_a1.80_T330_seed101.csv,"drop_first_row=0,drop_first_col=0",192,2.1434662254386344e-06,3.94893374345722e-06,1,2,2.1434662254386344e-06
results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed102.csv,matrix_N192_a1.80_T330_seed102.csv,"drop_first_row=0,drop_first_col=0",192,1.1274068687549889e-12,2.269156635158549e-12,10,11,2.1327999581780255e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T330_seed103.csv,matrix_N192_a1.80_T330_seed103.csv,"drop_first_row=0,drop_first_col=0",192,2.6330223052266214e-13,8.309096282953896e-13,14,15,1.0233981469940674e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed101.csv,matrix_N192_a1.80_T340_seed101.csv,"drop_first_row=0,drop_first_col=0",192,2.8362695456706533e-13,5.284945412707753e-13,11,12,1.2720998016502394e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed102.csv,matrix_N192_a1.80_T340_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-1.8322757806395803e-16,-1.3641306423098538e-16,58,59,1.480029617197229e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T340_seed103.csv,matrix_N192_a1.80_T340_seed103.csv,"drop_first_row=0,drop_first_col=0",192,-2.7775127870524313e-16,-1.9978078735068485e-16,62,63,1.6380237594424898e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed101.csv,matrix_N192_a1.80_T350_seed101.csv,"drop_first_row=0,drop_first_col=0",192,-5.610365941152973e-17,-4.297945021320788e-17,64,65,1.4104336884099276e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed102.csv,matrix_N192_a1.80_T350_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-3.604515832545309e-16,-3.1479122855831835e-16,75,76,1.1620321612480322e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T350_seed103.csv,matrix_N192_a1.80_T350_seed103.csv,"drop_first_row=0,drop_first_col=0",192,-4.204658788333442e-16,-3.654694016751572e-16,85,86,1.1479263375726938e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed101.csv,matrix_N192_a1.80_T360_seed101.csv,"drop_first_row=0,drop_first_col=0",192,-5.418727776533612e-16,-3.7024254363529776e-16,90,91,1.2983926246860029e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed102.csv,matrix_N192_a1.80_T360_seed102.csv,"drop_first_row=0,drop_first_col=0",192,-3.961815336689777e-16,-3.3395401784286183e-16,119,120,6.261558911351377e-10
results\time_scan_N192_refined\matrix_N192_a1.80_T360_seed103.csv,matrix_N192_a1.80_T360_seed103.csv,"drop_first_row=0,drop_first_col=0",192,-5.805747524067688e-16,-5.612014343789984e-16,125,126,1.0134614699725526e-09
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed101.csv,matrix_N256_a1.74_T480_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-5.713259810359349e-16,-5.551321248498927e-16,196,197,1.1099999699797423
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed102.csv,matrix_N256_a1.74_T480_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-6.235461406594415e-16,-5.246688032165338e-16,174,175,3.978928407634828e-06
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T480_seed103.csv,matrix_N256_a1.74_T480_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-6.436145045687909e-16,-6.165770382294463e-16,193,194,0.9731996684699986
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed101.csv,matrix_N256_a1.74_T560_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-4.902650328726562e-16,-4.864044577762752e-16,196,197,1.1099999999809005
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed102.csv,matrix_N256_a1.74_T560_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-7.052599047847446e-16,-6.523665890097354e-16,176,177,1.1099999999720154
results\time_scan_N256_alpha174_plateau\matrix_N256_a1.74_T560_seed103.csv,matrix_N256_a1.74_T560_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-5.555833626268664e-16,-5.310116302233587e-16,196,197,1.1099999999807193
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T370_seed101.csv,matrix_N256_a1.74_T370_seed101.csv,"drop_first_row=0,drop_first_col=0",256,0.03364975644844885,0.0985970192664953,1,2,0.03364975644844885
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T370_seed102.csv,matrix_N256_a1.74_T370_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.7117943341746906,0.7187702154746247,1,2,0.7117943341746906
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T370_seed103.csv,matrix_N256_a1.74_T370_seed103.csv,"drop_first_row=0,drop_first_col=0",256,0.6505924918337724,0.6925321177262472,1,2,0.6505924918337724
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T380_seed101.csv,matrix_N256_a1.74_T380_seed101.csv,"drop_first_row=0,drop_first_col=0",256,7.179754420638183e-07,1.2675344162383905e-06,1,2,7.179754420638183e-07
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T380_seed102.csv,matrix_N256_a1.74_T380_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.6691561695979252,0.6963134245889477,1,2,0.6691561695979252
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T380_seed103.csv,matrix_N256_a1.74_T380_seed103.csv,"drop_first_row=0,drop_first_col=0",256,0.059982790543865155,0.10481812160427884,1,2,0.059982790543865155
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T390_seed101.csv,matrix_N256_a1.74_T390_seed101.csv,"drop_first_row=0,drop_first_col=0",256,7.41818430200138e-14,3.0532423850994434e-13,17,18,1.2766519450257552e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T390_seed102.csv,matrix_N256_a1.74_T390_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.1429805146916701,0.31189906821453295,1,2,0.1429805146916701
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T390_seed103.csv,matrix_N256_a1.74_T390_seed103.csv,"drop_first_row=0,drop_first_col=0",256,1.811070251760053e-07,6.782824034411551e-07,1,2,1.811070251760053e-07
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T400_seed101.csv,matrix_N256_a1.74_T400_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-1.1646418782375363e-16,-8.041759023860051e-17,80,81,1.0474493989737579e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T400_seed102.csv,matrix_N256_a1.74_T400_seed102.csv,"drop_first_row=0,drop_first_col=0",256,1.2439801344565392e-05,4.469926514741469e-05,1,2,1.2439801344565392e-05
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T400_seed103.csv,matrix_N256_a1.74_T400_seed103.csv,"drop_first_row=0,drop_first_col=0",256,1.8244600666193572e-14,6.35138771416148e-13,12,13,1.1085789055518133e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T410_seed101.csv,matrix_N256_a1.74_T410_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-3.2786747205093866e-16,-3.1959868788342332e-16,111,112,1.1739648560600555e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T410_seed102.csv,matrix_N256_a1.74_T410_seed102.csv,"drop_first_row=0,drop_first_col=0",256,2.85319701703378e-12,9.546773095666997e-12,9,10,1.7454909520820667e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T410_seed103.csv,matrix_N256_a1.74_T410_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-1.3236563104972162e-16,-1.1343058711672184e-16,85,86,1.2644931891322903e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T420_seed101.csv,matrix_N256_a1.74_T420_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-4.695986113979592e-16,-4.411003281297007e-16,171,172,1.1373322031961617e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T420_seed102.csv,matrix_N256_a1.74_T420_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-1.8926787579227996e-16,-1.257604274214897e-16,81,82,1.0787258978317551e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T420_seed103.csv,matrix_N256_a1.74_T420_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-4.2111192956852553e-16,-4.0329123585497895e-16,116,117,1.205817402427178e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T430_seed101.csv,matrix_N256_a1.74_T430_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-6.554587730321266e-16,-5.520655516967342e-16,187,188,2.76210847209038e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T430_seed102.csv,matrix_N256_a1.74_T430_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-4.569319712815168e-16,-4.3826331916431013e-16,108,109,1.0313676802368248e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T430_seed103.csv,matrix_N256_a1.74_T430_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-4.4404113073786904e-16,-3.9387912221927144e-16,164,165,1.3180617770087548e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T440_seed101.csv,matrix_N256_a1.74_T440_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-7.657696557238105e-16,-6.626860735263889e-16,192,193,1.0563528377096045e-09
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T440_seed102.csv,matrix_N256_a1.74_T440_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-5.019430647778648e-16,-4.650413910576296e-16,163,164,2.959739599537521e-10
results\time_scan_N256_alpha174_refined\matrix_N256_a1.74_T440_seed103.csv,matrix_N256_a1.74_T440_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-5.576694467255965e-16,-4.823372233385214e-16,182,183,1.2172231258879834e-10
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T370_seed104.csv,matrix_N256_a1.80_T370_seed104.csv,"drop_first_row=0,drop_first_col=0",256,9.2417376461628e-06,9.60833173901092e-05,1,2,9.2417376461628e-06
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T370_seed105.csv,matrix_N256_a1.80_T370_seed105.csv,"drop_first_row=0,drop_first_col=0",256,0.0379441303270931,0.08000038776967279,1,2,0.0379441303270931
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T380_seed104.csv,matrix_N256_a1.80_T380_seed104.csv,"drop_first_row=0,drop_first_col=0",256,7.286809663332292e-13,1.8191837086906198e-11,6,7,1.1443054935175919e-10
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T380_seed105.csv,matrix_N256_a1.80_T380_seed105.csv,"drop_first_row=0,drop_first_col=0",256,2.409875530908426e-07,5.679349731665449e-07,1,2,2.409875530908426e-07
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T390_seed104.csv,matrix_N256_a1.80_T390_seed104.csv,"drop_first_row=0,drop_first_col=0",256,-2.037415194121971e-16,-1.6391308030721744e-16,79,80,1.060444734139126e-10
results\time_scan_N256_alpha180_seedexp\matrix_N256_a1.80_T390_seed105.csv,matrix_N256_a1.80_T390_seed105.csv,"drop_first_row=0,drop_first_col=0",256,1.0100753777138231e-14,4.548510797757835e-14,21,22,1.1517158784699446e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T370_seed101.csv,matrix_N256_a1.80_T370_seed101.csv,"drop_first_row=0,drop_first_col=0",256,9.86350446630237e-09,1.6015041347134654e-08,1,2,9.86350446630237e-09
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T370_seed102.csv,matrix_N256_a1.80_T370_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.6832641809256609,0.7313036539114317,1,2,0.6832641809256609
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T370_seed103.csv,matrix_N256_a1.80_T370_seed103.csv,"drop_first_row=0,drop_first_col=0",256,0.0069754583641525435,0.009845790376718497,1,2,0.0069754583641525435
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T380_seed101.csv,matrix_N256_a1.80_T380_seed101.csv,"drop_first_row=0,drop_first_col=0",256,4.621384390513814e-16,7.127007090267073e-15,35,36,1.0226025205208541e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T380_seed102.csv,matrix_N256_a1.80_T380_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.015981132515267456,0.07778676266143546,1,2,0.015981132515267456
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T380_seed103.csv,matrix_N256_a1.80_T380_seed103.csv,"drop_first_row=0,drop_first_col=0",256,1.206515375210168e-09,7.005078097828793e-09,1,2,1.206515375210168e-09
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T390_seed101.csv,matrix_N256_a1.80_T390_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-3.142509510403254e-16,-2.5225260521576966e-16,94,95,1.455939775297307e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T390_seed102.csv,matrix_N256_a1.80_T390_seed102.csv,"drop_first_row=0,drop_first_col=0",256,8.728388096506829e-08,2.7360214769703365e-07,1,2,8.728388096506829e-08
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T390_seed103.csv,matrix_N256_a1.80_T390_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-6.018263321521914e-18,3.396973019976435e-15,35,36,1.2135389800838222e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T410_seed101.csv,matrix_N256_a1.80_T410_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-4.559316437091012e-16,-4.202190166842948e-16,180,181,2.978165359542021e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T410_seed102.csv,matrix_N256_a1.80_T410_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-5.032359872132995e-16,-4.713567356470816e-16,97,98,1.3651970764294374e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T410_seed103.csv,matrix_N256_a1.80_T410_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-5.429434134871097e-16,-5.185146129255247e-16,134,135,1.0455701700883821e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T420_seed101.csv,matrix_N256_a1.80_T420_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-7.780956242870876e-16,-6.563421377093745e-16,189,190,1.5978618428391655e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T420_seed102.csv,matrix_N256_a1.80_T420_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-6.645861362196038e-16,-6.376259908342775e-16,132,133,1.0504726239949579e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T420_seed103.csv,matrix_N256_a1.80_T420_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-4.1190561487510737e-16,-3.980011557585085e-16,174,175,5.134695375143556e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T430_seed101.csv,matrix_N256_a1.80_T430_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-6.678509007281227e-16,-6.291693583187067e-16,190,191,4.723784250418704e-09
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T430_seed102.csv,matrix_N256_a1.80_T430_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-6.264796092683629e-16,-5.684799141718252e-16,157,158,1.6056192345205815e-10
results\time_scan_N256_peak_refined\matrix_N256_a1.80_T430_seed103.csv,matrix_N256_a1.80_T430_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-7.088628530412964e-16,-6.238654342273476e-16,184,185,1.9342364837868135e-10
results\time_scan_N256_refined\matrix_N256_a1.80_T320_seed101.csv,matrix_N256_a1.80_T320_seed101.csv,"drop_first_row=0,drop_first_col=0",256,0.7869707247516029,0.7916507913015726,1,2,0.7869707247516029
results\time_scan_N256_refined\matrix_N256_a1.80_T320_seed102.csv,matrix_N256_a1.80_T320_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.7932029205626516,0.7939657572511446,1,2,0.7932029205626516
results\time_scan_N256_refined\matrix_N256_a1.80_T320_seed103.csv,matrix_N256_a1.80_T320_seed103.csv,"drop_first_row=0,drop_first_col=0",256,0.7907978641397695,0.7932044316491889,1,2,0.7907978641397695
results\time_scan_N256_refined\matrix_N256_a1.80_T360_seed101.csv,matrix_N256_a1.80_T360_seed101.csv,"drop_first_row=0,drop_first_col=0",256,0.005680861406706434,0.018942744724656155,1,2,0.005680861406706434
results\time_scan_N256_refined\matrix_N256_a1.80_T360_seed102.csv,matrix_N256_a1.80_T360_seed102.csv,"drop_first_row=0,drop_first_col=0",256,0.7642123078055425,0.7739995586874356,1,2,0.7642123078055425
results\time_scan_N256_refined\matrix_N256_a1.80_T360_seed103.csv,matrix_N256_a1.80_T360_seed103.csv,"drop_first_row=0,drop_first_col=0",256,0.6495251851819606,0.7109100232216726,1,2,0.6495251851819606
results\time_scan_N256_refined\matrix_N256_a1.80_T400_seed101.csv,matrix_N256_a1.80_T400_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-5.485839501516395e-16,-4.736391382069506e-16,134,135,1.1665226955324535e-10
results\time_scan_N256_refined\matrix_N256_a1.80_T400_seed102.csv,matrix_N256_a1.80_T400_seed102.csv,"drop_first_row=0,drop_first_col=0",256,1.1059930439855435e-14,6.626743829857038e-14,32,33,1.064008430499102e-10
results\time_scan_N256_refined\matrix_N256_a1.80_T400_seed103.csv,matrix_N256_a1.80_T400_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-4.635996451200655e-16,-3.8523481075342505e-16,94,95,1.1244759348998677e-10
results\time_scan_N256_refined\matrix_N256_a1.80_T440_seed101.csv,matrix_N256_a1.80_T440_seed101.csv,"drop_first_row=0,drop_first_col=0",256,-6.893436843229229e-16,-6.592008468139691e-16,192,193,1.1999983514264634
results\time_scan_N256_refined\matrix_N256_a1.80_T440_seed102.csv,matrix_N256_a1.80_T440_seed102.csv,"drop_first_row=0,drop_first_col=0",256,-7.509978578521764e-16,-7.097125036740938e-16,165,166,0.9447178849985958
results\time_scan_N256_refined\matrix_N256_a1.80_T440_seed103.csv,matrix_N256_a1.80_T440_seed103.csv,"drop_first_row=0,drop_first_col=0",256,-7.824984895049264e-16,-6.329468963990381e-16,193,194,0.022402783357462708
